gene,tissue,median_tpm,unit,tissue_label
STEAP2,Cells_Cultured_fibroblasts,25.6376,TPM,Cells Cultured fibroblasts
STEAP2,Lung,22.3192,TPM,Lung
STEAP2,Ovary,22.0756,TPM,Ovary
STEAP2,Pituitary,21.9022,TPM,Pituitary
STEAP2,Fallopian_Tube,19.5223,TPM,Fallopian Tube
STEAP2,Bladder,19.3982,TPM,Bladder
STEAP2,Adipose_Visceral_Omentum,16.248,TPM,Adipose Visceral Omentum
STEAP2,Breast_Mammary_Tissue,15.8917,TPM,Breast Mammary Tissue
STEAP2,Colon_Sigmoid,15.1353,TPM,Colon Sigmoid
STEAP2,Brain_Frontal_Cortex_BA9,14.8772,TPM,Brain Frontal Cortex BA9
STEAP2,Brain_Cerebellar_Hemisphere,14.8365,TPM,Brain Cerebellar Hemisphere
STEAP2,Cervix_Endocervix,14.7384,TPM,Cervix Endocervix
STEAP2,Artery_Aorta,14.7288,TPM,Artery Aorta
STEAP2,Nerve_Tibial,14.4775,TPM,Nerve Tibial
STEAP2,Esophagus_Gastroesophageal_Junction,14.3261,TPM,Esophagus Gastroesophageal Junction
STEAP2,Minor_Salivary_Gland,12.9911,TPM,Minor Salivary Gland
STEAP2,Esophagus_Muscularis,12.95,TPM,Esophagus Muscularis
STEAP2,Artery_Tibial,12.787,TPM,Artery Tibial
STEAP2,Brain_Cerebellum,12.574000000000002,TPM,Brain Cerebellum
STEAP2,Uterus,12.2747,TPM,Uterus
STEAP2,Artery_Coronary,11.4841,TPM,Artery Coronary
STEAP2,Cervix_Ectocervix,11.3766,TPM,Cervix Ectocervix
STEAP2,Thyroid,11.2706,TPM,Thyroid
STEAP2,Colon_Transverse,10.8218,TPM,Colon Transverse
STEAP2,Adipose_Subcutaneous,9.49852,TPM,Adipose Subcutaneous
STEAP2,Brain_Cortex,8.78082,TPM,Brain Cortex
STEAP2,Vagina,8.62084,TPM,Vagina
STEAP2,Heart_Atrial_Appendage,8.33941,TPM,Heart Atrial Appendage
STEAP2,Small_Intestine_Terminal_Ileum,7.62092,TPM,Small Intestine Terminal Ileum
STEAP2,Brain_Anterior_cingulate_cortex_BA24,7.42512,TPM,Brain Anterior cingulate cortex BA24
STEAP2,Brain_Nucleus_accumbens_basal_ganglia,7.1106,TPM,Brain Nucleus accumbens basal ganglia
STEAP2,Stomach,7.075360000000001,TPM,Stomach
STEAP2,Brain_Caudate_basal_ganglia,6.0740300000000005,TPM,Brain Caudate basal ganglia
STEAP2,Skin_Sun_Exposed_Lower_leg,4.90333,TPM,Skin Sun Exposed Lower leg
STEAP2,Esophagus_Mucosa,4.83096,TPM,Esophagus Mucosa
STEAP2,Brain_Hypothalamus,4.60476,TPM,Brain Hypothalamus
STEAP2,Brain_Putamen_basal_ganglia,4.32078,TPM,Brain Putamen basal ganglia
STEAP2,Skin_Not_Sun_Exposed_Suprapubic,4.05173,TPM,Skin Not Sun Exposed Suprapubic
STEAP2,Kidney_Medulla,3.74212,TPM,Kidney Medulla
STEAP2,Pancreas,3.3459800000000004,TPM,Pancreas
STEAP2,Brain_Amygdala,3.33598,TPM,Brain Amygdala
STEAP2,Brain_Hippocampus,2.90029,TPM,Brain Hippocampus
STEAP2,Spleen,2.83338,TPM,Spleen
STEAP2,Kidney_Cortex,2.4550799999999997,TPM,Kidney Cortex
STEAP2,Brain_Substantia_nigra,2.1461799999999998,TPM,Brain Substantia nigra
STEAP2,Adrenal_Gland,2.08928,TPM,Adrenal Gland
STEAP2,Heart_Left_Ventricle,1.7858,TPM,Heart Left Ventricle
STEAP2,Brain_Spinal_cord_cervical_c-1,1.70023,TPM,Brain Spinal cord cervical c-1
STEAP2,Testis,1.6936799999999999,TPM,Testis
STEAP2,Liver,1.41077,TPM,Liver
STEAP2,Cells_EBV-transformed_lymphocytes,0.887336,TPM,Cells EBV-transformed lymphocytes
STEAP2,Muscle_Skeletal,0.396967,TPM,Muscle Skeletal
STEAP2,Whole_Blood,0.0202032,TPM,Whole Blood
TACSTD2,Esophagus_Mucosa,1419.1,TPM,Esophagus Mucosa
TACSTD2,Skin_Not_Sun_Exposed_Suprapubic,708.696,TPM,Skin Not Sun Exposed Suprapubic
TACSTD2,Skin_Sun_Exposed_Lower_leg,683.9169999999999,TPM,Skin Sun Exposed Lower leg
TACSTD2,Minor_Salivary_Gland,680.7510000000001,TPM,Minor Salivary Gland
TACSTD2,Vagina,655.9839999999999,TPM,Vagina
TACSTD2,Kidney_Medulla,218.479,TPM,Kidney Medulla
TACSTD2,Prostate,154.071,TPM,Prostate
TACSTD2,Breast_Mammary_Tissue,131.47299999999998,TPM,Breast Mammary Tissue
TACSTD2,Lung,118.689,TPM,Lung
TACSTD2,Kidney_Cortex,59.2196,TPM,Kidney Cortex
TACSTD2,Pancreas,46.4737,TPM,Pancreas
TACSTD2,Bladder,38.3948,TPM,Bladder
TACSTD2,Fallopian_Tube,18.2242,TPM,Fallopian Tube
TACSTD2,Nerve_Tibial,11.6504,TPM,Nerve Tibial
TACSTD2,Stomach,9.71524,TPM,Stomach
TACSTD2,Thyroid,8.103069999999999,TPM,Thyroid
TACSTD2,Adipose_Subcutaneous,6.28041,TPM,Adipose Subcutaneous
TACSTD2,Artery_Aorta,6.0362800000000005,TPM,Artery Aorta
TACSTD2,Artery_Tibial,5.05856,TPM,Artery Tibial
TACSTD2,Cervix_Ectocervix,5.053380000000001,TPM,Cervix Ectocervix
TACSTD2,Uterus,4.842219999999999,TPM,Uterus
TACSTD2,Cervix_Endocervix,4.14939,TPM,Cervix Endocervix
TACSTD2,Artery_Coronary,3.9773099999999997,TPM,Artery Coronary
TACSTD2,Cells_Cultured_fibroblasts,2.92849,TPM,Cells Cultured fibroblasts
TACSTD2,Adipose_Visceral_Omentum,2.22728,TPM,Adipose Visceral Omentum
TACSTD2,Esophagus_Muscularis,2.21152,TPM,Esophagus Muscularis
TACSTD2,Pituitary,2.11829,TPM,Pituitary
TACSTD2,Small_Intestine_Terminal_Ileum,2.0288,TPM,Small Intestine Terminal Ileum
TACSTD2,Esophagus_Gastroesophageal_Junction,1.9694599999999998,TPM,Esophagus Gastroesophageal Junction
TACSTD2,Ovary,1.87339,TPM,Ovary
TACSTD2,Whole_Blood,1.43515,TPM,Whole Blood
TACSTD2,Liver,1.42747,TPM,Liver
TACSTD2,Spleen,1.3617299999999999,TPM,Spleen
TACSTD2,Colon_Sigmoid,1.30056,TPM,Colon Sigmoid
TACSTD2,Colon_Transverse,1.27255,TPM,Colon Transverse
TACSTD2,Testis,1.04044,TPM,Testis
TACSTD2,Adrenal_Gland,0.9582120000000001,TPM,Adrenal Gland
TACSTD2,Heart_Atrial_Appendage,0.5411239999999999,TPM,Heart Atrial Appendage
TACSTD2,Muscle_Skeletal,0.47883400000000004,TPM,Muscle Skeletal
TACSTD2,Brain_Cerebellum,0.41358999999999996,TPM,Brain Cerebellum
TACSTD2,Cells_EBV-transformed_lymphocytes,0.407871,TPM,Cells EBV-transformed lymphocytes
TACSTD2,Brain_Spinal_cord_cervical_c-1,0.393818,TPM,Brain Spinal cord cervical c-1
TACSTD2,Brain_Substantia_nigra,0.37601799999999996,TPM,Brain Substantia nigra
TACSTD2,Brain_Hippocampus,0.35291100000000003,TPM,Brain Hippocampus
TACSTD2,Brain_Cortex,0.326926,TPM,Brain Cortex
TACSTD2,Brain_Putamen_basal_ganglia,0.319373,TPM,Brain Putamen basal ganglia
TACSTD2,Brain_Caudate_basal_ganglia,0.318668,TPM,Brain Caudate basal ganglia
TACSTD2,Brain_Hypothalamus,0.296769,TPM,Brain Hypothalamus
TACSTD2,Brain_Frontal_Cortex_BA9,0.275464,TPM,Brain Frontal Cortex BA9
TACSTD2,Brain_Nucleus_accumbens_basal_ganglia,0.27318899999999996,TPM,Brain Nucleus accumbens basal ganglia
TACSTD2,Brain_Cerebellar_Hemisphere,0.249971,TPM,Brain Cerebellar Hemisphere
TACSTD2,Heart_Left_Ventricle,0.2353,TPM,Heart Left Ventricle
TACSTD2,Brain_Amygdala,0.224546,TPM,Brain Amygdala
TACSTD2,Brain_Anterior_cingulate_cortex_BA24,0.17240999999999998,TPM,Brain Anterior cingulate cortex BA24
TMPRSS2,Prostate,178.07299999999998,TPM,Prostate
TMPRSS2,Stomach,113.64200000000001,TPM,Stomach
TMPRSS2,Colon_Transverse,63.8436,TPM,Colon Transverse
TMPRSS2,Pancreas,48.6733,TPM,Pancreas
TMPRSS2,Lung,43.2252,TPM,Lung
TMPRSS2,Small_Intestine_Terminal_Ileum,42.0986,TPM,Small Intestine Terminal Ileum
TMPRSS2,Minor_Salivary_Gland,41.4381,TPM,Minor Salivary Gland
TMPRSS2,Kidney_Medulla,30.0426,TPM,Kidney Medulla
TMPRSS2,Kidney_Cortex,28.7704,TPM,Kidney Cortex
TMPRSS2,Esophagus_Mucosa,28.0656,TPM,Esophagus Mucosa
TMPRSS2,Thyroid,19.3142,TPM,Thyroid
TMPRSS2,Liver,12.7191,TPM,Liver
TMPRSS2,Skin_Sun_Exposed_Lower_leg,6.9541699999999995,TPM,Skin Sun Exposed Lower leg
TMPRSS2,Breast_Mammary_Tissue,6.734210000000001,TPM,Breast Mammary Tissue
TMPRSS2,Skin_Not_Sun_Exposed_Suprapubic,4.73982,TPM,Skin Not Sun Exposed Suprapubic
TMPRSS2,Vagina,4.32181,TPM,Vagina
TMPRSS2,Bladder,3.46024,TPM,Bladder
TMPRSS2,Testis,1.9368400000000001,TPM,Testis
TMPRSS2,Pituitary,1.74823,TPM,Pituitary
TMPRSS2,Fallopian_Tube,1.37439,TPM,Fallopian Tube
TMPRSS2,Colon_Sigmoid,0.25859,TPM,Colon Sigmoid
TMPRSS2,Cervix_Endocervix,0.208596,TPM,Cervix Endocervix
TMPRSS2,Cervix_Ectocervix,0.155644,TPM,Cervix Ectocervix
TMPRSS2,Esophagus_Gastroesophageal_Junction,0.10227,TPM,Esophagus Gastroesophageal Junction
TMPRSS2,Ovary,0.09863179999999999,TPM,Ovary
TMPRSS2,Uterus,0.0926095,TPM,Uterus
TMPRSS2,Esophagus_Muscularis,0.0800055,TPM,Esophagus Muscularis
TMPRSS2,Spleen,0.07695310000000001,TPM,Spleen
TMPRSS2,Artery_Aorta,0.0609925,TPM,Artery Aorta
TMPRSS2,Artery_Coronary,0.060647400000000004,TPM,Artery Coronary
TMPRSS2,Brain_Hypothalamus,0.0579778,TPM,Brain Hypothalamus
TMPRSS2,Cells_EBV-transformed_lymphocytes,0.055437900000000005,TPM,Cells EBV-transformed lymphocytes
TMPRSS2,Nerve_Tibial,0.0477449,TPM,Nerve Tibial
TMPRSS2,Brain_Cerebellum,0.04657290000000001,TPM,Brain Cerebellum
TMPRSS2,Adrenal_Gland,0.040299800000000004,TPM,Adrenal Gland
TMPRSS2,Brain_Amygdala,0.0397517,TPM,Brain Amygdala
TMPRSS2,Brain_Caudate_basal_ganglia,0.0378985,TPM,Brain Caudate basal ganglia
TMPRSS2,Adipose_Visceral_Omentum,0.037380800000000006,TPM,Adipose Visceral Omentum
TMPRSS2,Artery_Tibial,0.0334371,TPM,Artery Tibial
TMPRSS2,Adipose_Subcutaneous,0.0325485,TPM,Adipose Subcutaneous
TMPRSS2,Cells_Cultured_fibroblasts,0.0314749,TPM,Cells Cultured fibroblasts
TMPRSS2,Brain_Cortex,0.0314454,TPM,Brain Cortex
TMPRSS2,Brain_Hippocampus,0.0313704,TPM,Brain Hippocampus
TMPRSS2,Brain_Substantia_nigra,0.0309003,TPM,Brain Substantia nigra
TMPRSS2,Brain_Nucleus_accumbens_basal_ganglia,0.029171100000000002,TPM,Brain Nucleus accumbens basal ganglia
TMPRSS2,Brain_Cerebellar_Hemisphere,0.028914799999999997,TPM,Brain Cerebellar Hemisphere
TMPRSS2,Brain_Anterior_cingulate_cortex_BA24,0.028593,TPM,Brain Anterior cingulate cortex BA24
TMPRSS2,Heart_Atrial_Appendage,0.0256492,TPM,Heart Atrial Appendage
TMPRSS2,Brain_Frontal_Cortex_BA9,0.024830099999999997,TPM,Brain Frontal Cortex BA9
TMPRSS2,Whole_Blood,0.0245877,TPM,Whole Blood
TMPRSS2,Brain_Putamen_basal_ganglia,0.024432,TPM,Brain Putamen basal ganglia
TMPRSS2,Heart_Left_Ventricle,0.022918599999999997,TPM,Heart Left Ventricle
TMPRSS2,Brain_Spinal_cord_cervical_c-1,0.021286900000000004,TPM,Brain Spinal cord cervical c-1
TMPRSS2,Muscle_Skeletal,0.0198002,TPM,Muscle Skeletal
